,Noise,Type,Collective,Provider,Instance Type,Nodes,Scenario,Time (us),Message Size
73,os+net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20628.040314,16777216
74,os,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20801.67435,16777216
75,net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20882.149121,16777216
76,os+net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20566.368285,16777216
77,os,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20600.33177,16777216
78,net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20585.787084,16777216
79,os+net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20564.416982,16777216
80,os,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20583.99367,16777216
81,net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20603.468936,16777216
82,os+net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20776.701975,16777216
83,os,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20588.29517,16777216
84,net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20603.789528,16777216
85,os+net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,21095.388693,16777216
86,os,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20639.46123,16777216
87,net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20899.477006,16777216
88,os+net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20876.908673,16777216
89,os,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20584.34563,16777216
90,net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20485.222905,16777216
91,os+net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20873.080915,16777216
92,os,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20615.04406,16777216
93,net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20587.007762,16777216
94,os+net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20625.076439,16777216
95,os,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20570.36226,16777216
96,net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20563.316805,16777216
97,os+net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20535.10286,16777216
98,os,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20573.4079,16777216
99,net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20687.03189,16777216
100,os+net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20640.022935,16777216
101,os,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20543.34439,16777216
102,net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20719.746409,16777216
103,os+net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20722.2795,16777216
104,os,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20598.324,16777216
105,net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20530.651842,16777216
106,os+net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20669.485935,16777216
107,os,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20582.9538,16777216
108,net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20513.641515,16777216
109,os+net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20593.63556,16777216
110,os,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20627.39561,16777216
111,net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20547.834095,16777216
112,os+net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20861.138551,16777216
113,os,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20677.02086,16777216
114,net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,21155.036721,16777216
115,os+net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20777.93048,16777216
116,os,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20571.79611,16777216
117,net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20788.323217,16777216
118,os+net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20706.485253,16777216
119,os,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20544.99521,16777216
120,net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20982.899891,16777216
121,os+net,Simulated,nwaydissemination,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,20627.966491,16777216
122,none,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1980.29332,16777216
123,os,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1980.29332,16777216
124,net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1980.974545,16777216
125,os+net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1988.642444,16777216
126,os,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1980.29332,16777216
127,net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,2045.591162,16777216
128,os+net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1961.377936,16777216
129,os,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1980.29332,16777216
130,net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,2463.528697,16777216
131,os+net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1984.485559,16777216
132,os,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1980.29332,16777216
133,net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,2514.643742,16777216
134,os+net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,2510.780651,16777216
135,os,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1980.29332,16777216
136,net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,2037.720162,16777216
137,os+net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1994.543236,16777216
138,os,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1980.29332,16777216
139,net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,2649.076655,16777216
140,os+net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,3050.423898,16777216
141,os,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1980.29332,16777216
142,net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,2423.239131,16777216
143,os+net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,2005.527363,16777216
144,os,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1980.29332,16777216
145,net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,2426.232478,16777216
146,os+net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,2457.523429,16777216
147,os,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1980.29332,16777216
148,net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1996.255491,16777216
149,os+net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,2490.086107,16777216
150,os,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1980.29332,16777216
151,net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,2445.600279,16777216
152,os+net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1969.213652,16777216
153,os,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1980.29332,16777216
154,net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,2007.451422,16777216
155,os+net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,2011.539534,16777216
156,os,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1980.29332,16777216
157,net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,2440.799115,16777216
158,os+net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1966.958073,16777216
159,os,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1980.29332,16777216
160,net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1963.118109,16777216
161,os+net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1970.336737,16777216
162,os,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1980.29332,16777216
163,net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1973.704978,16777216
164,os+net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,2552.915638,16777216
165,os,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1980.29332,16777216
166,net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,2038.871057,16777216
167,os+net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,2561.923685,16777216
168,os,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1980.29332,16777216
169,net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1966.107543,16777216
170,os+net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,2440.658602,16777216
171,os,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1980.29332,16777216
172,net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1972.473548,16777216
173,os+net,Simulated,pipelinedring,AWS,HPC (Metal),4,../../cloud_noise_data/aws_c5n.metal_cluster/2022_03_23_22_04_48,1962.431042,16777216
